Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,ASHOKA.NS,Ashoka Buildcon Ltd.,Construction,132.49,7.66,38709226,709936,54.525,16,2026-06-15
2,AARTIIND.NS,Aarti Industries Ltd.,Chemicals,498.15,13.06,18244010,543088,33.5931,16,2026-06-15
3,TBOTEK.NS,TBO Tek Ltd.,Consumer Services,1452.0,7.33,2434330,85435,28.4934,16,2026-06-15
4,SANOFICONR.NS,Sanofi Consumer Healthcare India Ltd.,Healthcare,4720.1,2.24,105121,4261,24.6705,16,2026-06-15
5,AURIONPRO.NS,Aurionpro Solution Ltd.,Information Technology,852.55,9.69,2709682,141159,19.196,16,2026-06-15
6,FIVESTAR.NS,Five-Star Business Finance Ltd.,Financial Services,466.8,6.3,13130613,781441,16.8031,16,2026-06-15
7,THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,458.2,6.61,1861066,210871,8.8256,16,2026-06-15
8,LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,381.3,0.11,2709069,339358,7.9829,16,2026-06-15
9,VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services,653.55,5.5,242441,32224,7.5236,16,2026-06-15
10,RENUKA.NS,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,24.06,7.94,52763105,7921969,6.6604,16,2026-06-15
11,GABRIEL.NS,Gabriel India Ltd.,Automobile and Auto Components,1146.3,10.16,1932037,290544,6.6497,16,2026-06-15
12,JKIL.NS,J.Kumar Infraprojects Ltd.,Construction,484.85,5.65,466924,76323,6.1177,16,2026-06-15
13,CHALET.NS,Chalet Hotels Ltd.,Consumer Services,749.35,2.55,751343,130167,5.7721,16,2026-06-15
14,CASTROLIND.NS,Castrol India Ltd.,Oil Gas & Consumable Fuels,185.54,1.57,4287910,770363,5.5661,16,2026-06-15
15,AIIL.NS,Authum Investment & Infrastructure Ltd.,Financial Services,558.7,5.39,8527191,1600025,5.3294,16,2026-06-15
16,GRINFRA.NS,G R Infraprojects Ltd.,Construction,885.15,3.19,179815,34618,5.1943,16,2026-06-15
17,BALKRISIND.NS,Balkrishna Industries Ltd.,Automobile and Auto Components,2192.5,8.91,1031759,220694,4.6751,16,2026-06-15
18,GATEWAY.NS,Gateway Distriparks Ltd.,Services,60.0,3.29,2192256,470327,4.6611,16,2026-06-15
19,BIKAJI.NS,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,659.55,-2.11,814801,179910,4.5289,16,2026-06-15
20,FINEORG.NS,Fine Organic Industries Ltd.,Chemicals,4924.0,4.22,36775,8147,4.5139,16,2026-06-15
21,MANINFRA.NS,Man Infraconstruction Ltd.,Construction,115.71,4.26,7365487,1681537,4.3802,16,2026-06-15
22,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables,383.0,11.09,39240000,9164974,4.2815,16,2026-06-15
23,PCBL.NS,PCBL Chemical Ltd.,Chemicals,303.1,4.43,3128028,741138,4.2206,16,2026-06-15
24,KANSAINER.NS,Kansai Nerolac Paints Ltd.,Consumer Durables,216.45,-0.02,1129353,283404,3.985,16,2026-06-15
25,SHRIPISTON.NS,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,3741.9,6.17,219342,56628,3.8734,16,2026-06-15
26,CEATLTD.NS,Ceat Ltd.,Automobile and Auto Components,3455.3,3.63,347575,93795,3.7057,16,2026-06-15
27,AFFLE.NS,Affle 3i Ltd.,Information Technology,1486.4,2.77,650642,182000,3.575,16,2026-06-15
28,RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare,1418.6,3.93,332682,93940,3.5414,16,2026-06-15
29,OSWALPUMPS.NS,Oswal Pumps Ltd.,Capital Goods,422.55,6.12,2012305,574932,3.5001,16,2026-06-15
30,IFCI.NS,IFCI Ltd.,Financial Services,89.6,5.95,309797641,89282068,3.4699,16,2026-06-15
31,PRICOLLTD.NS,Pricol Ltd.,Automobile and Auto Components,581.3,5.59,1264844,372407,3.3964,16,2026-06-15
32,NIACL.NS,The New India Assurance Company Ltd.,Financial Services,160.37,4.95,2158123,637512,3.3852,16,2026-06-15
33,MRF.NS,MRF Ltd.,Automobile and Auto Components,128540.0,2.41,17746,5247,3.3821,16,2026-06-15
34,OBEROIRLTY.NS,Oberoi Realty Ltd.,Realty,1669.4,2.87,1241707,370259,3.3536,16,2026-06-15
35,WESTLIFE.NS,Westlife Foodworld Ltd.,Consumer Services,473.4,6.18,166390,51848,3.2092,16,2026-06-15
36,GOKEX.NS,Gokaldas Exports Ltd.,Textiles,721.75,7.01,1569661,492242,3.1888,16,2026-06-15
37,ELECTCAST.NS,Electrosteel Castings Ltd.,Capital Goods,78.19,8.79,9273942,2921870,3.174,16,2026-06-15
38,LEMONTREE.NS,Lemon Tree Hotels Ltd.,Consumer Services,110.63,3.17,8075109,2665015,3.03,16,2026-06-15
39,EMUDHRA.NS,eMudhra Ltd.,Information Technology,457.4,-2.35,162004,54196,2.9892,16,2026-06-15
40,MSTCLTD.NS,MSTC Ltd.,Services,629.75,10.76,6948593,2334783,2.9761,16,2026-06-15
41,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1653.6,5.45,4372201,1486305,2.9417,16,2026-06-15
42,IDBI.NS,IDBI Bank Ltd.,Financial Services,76.88,1.98,20337082,6932956,2.9334,16,2026-06-15
43,JINDALSTEL.NS,Jindal Steel Ltd.,Metals & Mining,1149.5,0.09,2612279,891467,2.9303,16,2026-06-15
44,LTF.NS,L&T Finance Ltd.,Financial Services,293.25,6.27,13733087,4689545,2.9284,16,2026-06-15
45,CYIENTDLM.NS,Cyient DLM Ltd.,Capital Goods,468.55,4.19,644148,220789,2.9175,16,2026-06-15
46,DBREALTY.NS,Valor Estate Ltd.,Consumer Services,114.96,2.75,2377403,824694,2.8828,16,2026-06-15
47,PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare,167.2,2.04,6198444,2152170,2.8801,16,2026-06-15
48,AEGISVOPAK.NS,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,231.69,6.35,2331918,809892,2.8793,16,2026-06-15
49,MAPMYINDIA.NS,C.E. Info Systems Ltd.,Information Technology,863.7,2.55,711896,247631,2.8748,16,2026-06-15
50,VTL.NS,Vardhman Textiles Ltd.,Textiles,637.8,1.58,909400,316928,2.8694,16,2026-06-15
51,AUROPHARMA.NS,Aurobindo Pharma Ltd.,Healthcare,1408.3,-4.38,3170476,1112381,2.8502,16,2026-06-15
52,ARVIND.NS,Arvind Ltd.,Textiles,498.7,0.85,1866463,658875,2.8328,16,2026-06-15
53,NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,83.39,-0.68,2593385,933894,2.777,16,2026-06-15
54,SCI.NS,Shipping Corporation of India Ltd.,Services,310.75,4.61,16966261,6139306,2.7635,16,2026-06-15
55,PGIL.NS,Pearl Global Industries Ltd.,Textiles,1694.9,3.92,136215,50260,2.7102,16,2026-06-15
56,ELECON.NS,Elecon Engineering Co. Ltd.,Capital Goods,560.35,4.38,1503176,556495,2.7011,16,2026-06-15
57,BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,1750.2,3.62,2002892,741767,2.7002,16,2026-06-15
58,ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd.,Financial Services,1146.1,4.08,1017298,381553,2.6662,16,2026-06-15
59,DALBHARAT.NS,Dalmia Bharat Ltd.,Construction Materials,1719.4,3.63,636775,241477,2.637,16,2026-06-15
60,SUBROS.NS,Subros Ltd.,Capital Goods,743.7,3.07,80518,30898,2.6059,16,2026-06-15
61,MMTC.NS,MMTC Ltd.,Services,70.19,3.13,27487800,10588127,2.5961,16,2026-06-15
62,HERITGFOOD.NS,Heritage Foods Ltd.,Fast Moving Consumer Goods,321.25,0.39,522814,202133,2.5865,16,2026-06-15
63,M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services,297.85,2.34,4655634,1826599,2.5488,16,2026-06-15
64,AWL.NS,AWL Agri Business Ltd.,Fast Moving Consumer Goods,191.16,0.18,4403932,1735608,2.5374,16,2026-06-15
