Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,NUVOCO.NS,Nuvoco Vistas Corporation Ltd.,Construction Materials,341.4,7.85,21118223,244987,86.2014,16,2026-07-14
2,JUSTDIAL.NS,Justdial Ltd.,Consumer Services,790.15,16.74,42566456,1172149,36.3149,16,2026-07-14
3,BIOCON.NS,Biocon Ltd.,Healthcare,437.3,6.41,43004798,4591268,9.3666,16,2026-07-14
4,CONCOR.NS,Container Corporation of India Ltd.,Services,493.15,6.29,14169462,1881187,7.5322,16,2026-07-14
5,CARTRADE.NS,Cartrade Tech Ltd.,Consumer Services,2895.0,3.42,3742598,596997,6.269,16,2026-07-14
6,SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services,638.85,3.26,7091573,1206923,5.8757,16,2026-07-14
7,RELINFRA.NS,Reliance Infrastructure Ltd.,Power,66.44,-4.99,957831,164269,5.8309,16,2026-07-13
8,NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,86.17,-2.18,6230597,1400419,4.4491,16,2026-07-14
9,AJAXENGG.NS,Ajax Engineering Ltd.,Capital Goods,607.95,1.38,246757,56904,4.3364,16,2026-07-14
10,IDBI.NS,IDBI Bank Ltd.,Financial Services,86.54,2.94,52806414,12400589,4.2584,16,2026-07-14
11,LXCHEM.NS,Laxmi Organic Industries Ltd.,Chemicals,166.73,1.54,2549809,675444,3.775,16,2026-07-14
12,YATHARTH.NS,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,829.2,-1.92,971494,265985,3.6524,16,2026-07-14
13,ROUTE.NS,Route Mobile Ltd.,Telecommunication,569.4,-2.31,1024700,289985,3.5336,16,2026-07-14
14,DIVISLAB.NS,Divi's Laboratories Ltd.,Healthcare,7188.5,3.6,1093217,329105,3.3218,16,2026-07-14
15,GALLANTT.NS,Gallantt Ispat Ltd.,Capital Goods,686.05,-2.13,188595,57198,3.2972,16,2026-07-14
16,AARTIDRUGS.NS,Aarti Drugs Ltd.,Healthcare,405.7,2.53,553496,182344,3.0354,16,2026-07-14
17,WELCORP.NS,Welspun Corp Ltd.,Capital Goods,1683.4,3.92,4340362,1432131,3.0307,16,2026-07-14
18,LLOYDSENT.NS,Lloyds Enterprises Ltd.,Metals & Mining,77.82,-1.33,12392606,4168887,2.9726,16,2026-07-14
19,ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,5601.5,0.62,521129,175910,2.9625,16,2026-07-14
20,BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,1746.2,1.75,866873,294746,2.9411,16,2026-07-14
21,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables,529.75,3.74,95811135,33740040,2.8397,16,2026-07-14
22,JINDALSAW.NS,Jindal Saw Ltd.,Capital Goods,258.85,-3.63,4359769,1548460,2.8156,16,2026-07-14
23,ANURAS.NS,Anupam Rasayan India Ltd.,Chemicals,1263.8,-0.46,1047171,377601,2.7732,16,2026-07-14
24,ATUL.NS,Atul Ltd.,Chemicals,6072.0,-3.07,63615,23778,2.6754,16,2026-07-14
25,STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,597.35,-0.4,1347333,551822,2.4416,16,2026-07-14
26,ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,384.6,1.53,4243717,1771643,2.3954,16,2026-07-14
27,SUDARSCHEM.NS,Sudarshan Chemical Industries Ltd.,Chemicals,1066.2,2.71,606903,260443,2.3303,16,2026-07-14
28,PARKHOTELS.NS,Apeejay Surrendra Park Hotels Ltd.,Consumer Services,132.17,0.69,432929,185983,2.3278,16,2026-07-14
29,BAJAJ-AUTO.NS,Bajaj Auto Ltd.,Automobile and Auto Components,10166.0,-2.07,802561,352645,2.2758,16,2026-07-14
30,FSL.NS,Firstsource Solutions Ltd.,Services,264.15,-0.34,3346639,1472421,2.2729,16,2026-07-14
31,ORCHPHARMA.NS,Orchid Pharma Ltd.,Healthcare,1052.95,4.52,785883,346779,2.2662,16,2026-07-14
32,JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,2487.6,1.12,837552,372490,2.2485,16,2026-07-14
33,THYROCARE.NS,Thyrocare Technologies Ltd.,Healthcare,540.45,5.94,750440,340757,2.2023,16,2026-07-14
34,EUREKAFORB.NS,Eureka Forbes Ltd.,Consumer Durables,469.0,2.0,339420,156185,2.1732,16,2026-07-14
35,GLAXO.NS,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,2463.4,1.77,186761,86293,2.1643,16,2026-07-14
36,SYNGENE.NS,Syngene International Ltd.,Healthcare,419.45,-0.21,1809158,837332,2.1606,16,2026-07-14
37,HCLTECH.NS,HCL Technologies Ltd.,Information Technology,1166.7,-4.46,9751718,4531458,2.152,16,2026-07-14
38,ULTRACEMCO.NS,UltraTech Cement Ltd.,Construction Materials,11496.0,-0.65,404655,191956,2.1081,16,2026-07-14
39,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,1604.5,3.75,4833378,2364417,2.0442,16,2026-07-14
40,BALRAMCHIN.NS,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,596.3,1.96,1114154,550054,2.0255,16,2026-07-14
41,ADANIPOWER.NS,Adani Power Ltd.,Power,226.17,4.97,55588917,28036812,1.9827,16,2026-07-14
42,DBREALTY.NS,Valor Estate Ltd.,Consumer Services,122.51,2.59,752156,381233,1.973,16,2026-07-14
43,ACI.NS,Archean Chemical Industries Ltd.,Chemicals,534.95,1.08,188095,95428,1.9711,16,2026-07-14
44,KRBL.NS,KRBL Ltd.,Fast Moving Consumer Goods,352.75,-3.17,606745,309876,1.958,16,2026-07-14
45,BIRLACORPN.NS,Birla Corporation Ltd.,Construction Materials,967.05,-1.52,126446,64889,1.9487,16,2026-07-14
46,SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication,493.85,-1.13,383218,198448,1.9311,16,2026-07-14
47,TCS.NS,Tata Consultancy Services Ltd.,Information Technology,2200.6,0.88,9544989,4983974,1.9151,16,2026-07-14
48,DEEPAKNTR.NS,Deepak Nitrite Ltd.,Chemicals,1669.3,0.13,314981,164898,1.9102,16,2026-07-14
