Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,GMMPFAUDLR.NS,GMM Pfaudler Ltd.,Capital Goods,979.85,14.32,6204489,85472,72.5909,16,2026-08-06
2,BAJAJELEC.NS,Bajaj Electricals Ltd,Consumer Durables,382.5,9.88,12000411,188706,63.5932,16,2026-08-06
3,ALLCARGO.NS,Allcargo Logistics Ltd.,Services,9.76,19.9,169685803,2969592,57.1411,16,2026-08-06
4,JKLAKSHMI.NS,JK Lakshmi Cement Ltd.,Construction Materials,571.25,0.0,3679350,84592,43.4952,16,2026-08-06
5,ANUP.NS,The Anup Engineering Ltd.,Capital Goods,1993.3,-9.97,677719,17004,39.8564,16,2026-08-06
6,NAVINFLUOR.NS,Navin Fluorine International Ltd.,Chemicals,8650.0,13.67,3853492,136600,28.21,16,2026-08-06
7,NEULANDLAB.NS,Neuland Laboratories Ltd.,Healthcare,21543.0,7.95,929526,33844,27.465,16,2026-08-06
8,RATEGAIN.NS,Rategain Travel Technologies Ltd.,Information Technology,944.95,-3.42,4578311,307427,14.8924,16,2026-08-06
9,SHILPAMED.NS,Shilpa Medicare Ltd.,Healthcare,738.8,2.36,20727610,1574362,13.1657,16,2026-08-06
10,GARFIBRES.NS,Garware Technical Fibres Ltd.,Textiles,838.85,5.2,544008,46377,11.7301,16,2026-08-06
11,HIKAL.NS,Hikal Ltd.,Healthcare,221.43,-4.79,3163215,290543,10.8873,16,2026-08-06
12,COHANCE.NS,Cohance Lifesciences Ltd.,Healthcare,438.9,2.2,6018002,597622,10.0699,16,2026-08-06
13,TATATECH.NS,Tata Technologies Ltd.,Information Technology,801.55,6.31,8536481,872422,9.7848,16,2026-08-06
14,MIDHANI.NS,Mishra Dhatu Nigam Ltd.,Capital Goods,434.25,4.35,3172861,331260,9.5782,16,2026-08-06
15,BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,1571.0,-5.65,2326051,273287,8.5114,16,2026-08-06
16,AJAXENGG.NS,Ajax Engineering Ltd.,Capital Goods,568.05,-6.52,357005,43389,8.228,16,2026-08-06
17,HAL.NS,Hindustan Aeronautics Ltd.,Capital Goods,4920.0,5.92,4795319,620315,7.7305,16,2026-08-06
18,INDGN.NS,Indegene Ltd.,Healthcare,550.2,1.83,3347785,434092,7.7122,16,2026-08-06
19,PGIL.NS,Pearl Global Industries Ltd.,Textiles,2221.5,5.56,642386,85241,7.5361,16,2026-08-06
20,GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,542.95,0.86,2521669,334803,7.5318,16,2026-08-06
21,BIKAJI.NS,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,624.25,-4.01,493039,66000,7.4703,16,2026-08-06
22,MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2530.0,6.28,4179774,567912,7.3599,16,2026-08-06
23,SHARDAMOTR.NS,Sharda Motor Industries Ltd.,Automobile and Auto Components,934.15,3.64,424143,57768,7.3422,16,2026-08-06
24,KNRCON.NS,KNR Constructions Ltd.,Construction,140.35,5.56,5494602,772325,7.1144,16,2026-08-06
25,GRWRHITECH.NS,Garware Hi-Tech Films Ltd.,Capital Goods,7880.0,6.35,305563,43252,7.0647,16,2026-08-06
26,LICI.NS,Life Insurance Corporation of India,Financial Services,387.55,-1.39,57285367,8128025,7.0479,16,2026-08-06
27,RELINFRA.NS,Reliance Infrastructure Ltd.,Power,72.96,4.99,2262370,321853,7.0292,16,2026-08-06
28,ASKAUTOLTD.NS,ASK Automotive Ltd.,Automobile and Auto Components,678.8,6.47,9246470,1564423,5.9105,16,2026-08-06
29,AIIL.NS,Authum Investment & Infrastructure Ltd.,Financial Services,596.2,4.5,3428651,583503,5.876,16,2026-08-06
30,BOSCH-HCIL.NS,Bosch Home Comfort India Ltd.,Consumer Durables,1645.2,7.97,227571,40649,5.5984,16,2026-08-06
31,JKIL.NS,J.Kumar Infraprojects Ltd.,Construction,491.75,0.34,359777,64474,5.5802,16,2026-08-06
32,IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology,1763.1,-6.1,590396,109013,5.4158,16,2026-08-06
33,SFL.NS,Sheela Foam Ltd.,Consumer Durables,697.05,-9.67,1353478,252264,5.3653,16,2026-08-06
34,CUMMINSIND.NS,Cummins India Ltd.,Capital Goods,5402.0,-0.7,2063478,387482,5.3254,16,2026-08-06
35,TRENT.NS,Trent Ltd.,Consumer Services,3107.1,-0.7,4401741,843380,5.2192,16,2026-08-06
36,IONEXCHANG.NS,Ion Exchange (India) Ltd.,Utilities,386.4,-7.05,2208222,429341,5.1433,16,2026-08-06
37,EDELWEISS.NS,Edelweiss Financial Services Ltd.,Financial Services,121.16,2.87,11628581,2330089,4.9906,16,2026-08-06
38,BDL.NS,Bharat Dynamics Ltd.,Capital Goods,1299.0,4.76,2794447,581927,4.8021,16,2026-08-06
39,HERITGFOOD.NS,Heritage Foods Ltd.,Fast Moving Consumer Goods,358.55,6.11,1597653,346572,4.6099,16,2026-08-06
40,ASTERDM.NS,Aster DM Healthcare Ltd.,Healthcare,844.45,0.28,2438796,539485,4.5206,16,2026-08-06
41,HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining,545.95,2.28,19830172,4411832,4.4948,16,2026-08-06
42,GMDCLTD.NS,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,596.75,2.91,4411591,998253,4.4193,16,2026-08-06
43,SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components,1085.25,5.32,699506,158889,4.4025,16,2026-08-06
44,COCHINSHIP.NS,Cochin Shipyard Ltd.,Capital Goods,1490.0,4.56,3349145,769952,4.3498,16,2026-08-06
45,CASTROLIND.NS,Castrol India Ltd.,Oil Gas & Consumable Fuels,194.17,1.37,9762394,2283848,4.2745,16,2026-08-06
46,SUNFLAG.NS,Sunflag Iron & Steel Company Ltd.,Capital Goods,388.95,3.64,895814,219552,4.0802,16,2026-08-06
