Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,ATGL.NS,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,660.7,12.65,39305845,550809,71.3602,16,2026-09-18
2,GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services,239.0,-6.46,3424067,167146,20.4855,16,2026-09-18
3,LUXIND.NS,Lux Industries Ltd.,Textiles,1139.2,10.34,279753,19418,14.4069,16,2026-09-18
4,EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare,2003.8,4.92,1744754,139410,12.5153,16,2026-09-18
5,RELAXO.NS,Relaxo Footwears Ltd.,Consumer Durables,291.25,-6.11,2052973,164263,12.4981,16,2026-09-18
6,CENTRALBK.NS,Central Bank of India,Financial Services,31.73,4.38,56472458,4773823,11.8296,16,2026-09-18
7,JSWINFRA.NS,JSW Infrastructure Ltd.,Services,348.25,6.61,25470641,2287412,11.1351,16,2026-09-18
8,YATHARTH.NS,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,1139.5,6.26,6484052,597658,10.8491,16,2026-09-18
9,BATAINDIA.NS,Bata India Ltd.,Consumer Durables,638.3,0.26,1089830,104813,10.3979,16,2026-09-18
10,ORIENTCEM.NS,Orient Cement Ltd.,Construction Materials,124.55,2.01,2828940,280024,10.1025,16,2026-09-18
11,POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services,479.4,10.86,7163603,759405,9.4332,16,2026-09-18
12,AADHARHFC.NS,Aadhar Housing Finance Ltd.,Financial Services,461.65,-1.64,2175228,233771,9.305,16,2026-09-18
13,AVALON.NS,Avalon Technologies Ltd.,Capital Goods,2537.7,14.51,4310981,484741,8.8934,16,2026-09-18
14,ROUTE.NS,Route Mobile Ltd.,Telecommunication,464.4,-5.72,1118251,129435,8.6395,16,2026-09-18
15,INDIAMART.NS,Indiamart Intermesh Ltd.,Consumer Services,1646.3,-0.99,709316,88001,8.0603,16,2026-09-18
16,INDIAGLYCO.NS,India Glycols Ltd.,Fast Moving Consumer Goods,263.7,-0.94,1678037,214585,7.8199,16,2026-09-18
17,EMIL.NS,Electronics Mart India Ltd.,Consumer Services,196.28,6.06,15751870,2108730,7.4698,16,2026-09-18
18,STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,547.05,0.25,2515581,370216,6.7949,16,2026-09-18
19,WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables,717.7,-1.33,1683148,254545,6.6124,16,2026-09-18
20,ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,435.25,5.82,12038412,1895155,6.3522,16,2026-09-18
21,IGIL.NS,International Gemmological Institute (India) Ltd.,Services,330.95,5.1,2435441,386106,6.3077,16,2026-09-18
22,BAYERCROP.NS,Bayer Cropscience Ltd.,Chemicals,3779.5,-4.04,87483,14264,6.1331,16,2026-09-18
23,SYNGENE.NS,Syngene International Ltd.,Healthcare,369.05,-2.91,2498133,427320,5.846,16,2026-09-18
