Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,DBL.NS,Dilip Buildcon Ltd.,Construction,420.25,8.65,17567202,85363,205.7941,16,2026-07-24
2,THYROCARE.NS,Thyrocare Technologies Ltd.,Healthcare,564.25,3.48,12156708,419853,28.9547,16,2026-07-24
3,MOTILALOFS.NS,Motilal Oswal Financial Services Ltd.,Financial Services,871.95,-7.26,14328211,691810,20.7112,16,2026-07-24
4,ATUL.NS,Atul Ltd.,Chemicals,6407.5,4.53,403641,34676,11.6404,16,2026-07-24
5,LMW.NS,LMW Ltd.,Capital Goods,15763.0,-1.07,30747,2642,11.6378,16,2026-07-24
6,VMART.NS,V-Mart Retail Ltd.,Consumer Services,724.65,-4.61,1110167,95833,11.5844,16,2026-07-24
7,GAEL.NS,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,151.64,8.98,9149504,821394,11.139,16,2026-07-24
8,SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services,179.12,-0.47,5302499,476039,11.1388,16,2026-07-24
9,CYIENT.NS,Cyient Ltd.,Information Technology,840.05,1.13,2956537,328063,9.0121,16,2026-07-24
10,GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services,256.2,-8.78,4578820,533960,8.5752,16,2026-07-24
11,NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,1980.1,1.69,3575943,490661,7.288,16,2026-07-24
12,IGIL.NS,International Gemmological Institute (India) Ltd.,Services,338.15,-2.16,2757551,426192,6.4702,16,2026-07-24
13,PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication,1063.95,5.61,1849480,310764,5.9514,16,2026-07-24
14,BLUEDART.NS,Blue Dart Express Ltd.,Services,4911.5,3.07,35686,6534,5.4616,16,2026-07-24
15,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,Healthcare,1759.2,4.27,1445778,302207,4.7841,16,2026-07-24
16,APARINDS.NS,Apar Industries Ltd.,Capital Goods,13889.0,3.47,485026,104429,4.6446,16,2026-07-24
17,UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods,1467.2,3.47,3954126,867155,4.5599,16,2026-07-24
18,KIRLPNU.NS,Kirloskar Pneumatic Company Ltd.,Capital Goods,1497.1,-1.35,885452,198201,4.4674,16,2026-07-24
19,DALBHARAT.NS,Dalmia Bharat Ltd.,Construction Materials,1810.8,-2.37,1119002,260464,4.2962,16,2026-07-24
20,GALLANTT.NS,Gallantt Ispat Ltd.,Capital Goods,521.2,-3.08,646343,153277,4.2168,16,2026-07-24
21,ACUTAAS.NS,Acutaas Chemicals Ltd.,Healthcare,3259.5,-5.77,1243073,309665,4.0143,16,2026-07-24
22,AHLUCONT.NS,Ahluwalia Contracts (India) Ltd.,Construction,827.7,3.44,140381,35285,3.9785,16,2026-07-24
23,JINDWORLD.NS,Jindal Worldwide Ltd.,Textiles,37.83,11.13,72013112,19633958,3.6678,16,2026-07-24
24,SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,717.95,-0.25,8733227,2437813,3.5824,16,2026-07-24
25,MPHASIS.NS,MphasiS Ltd.,Information Technology,2288.1,2.5,2105334,594725,3.54,16,2026-07-24
26,GRAPHITE.NS,Graphite India Ltd.,Capital Goods,672.75,2.26,4548794,1316291,3.4558,16,2026-07-24
27,ACC.NS,ACC Ltd.,Construction Materials,1340.9,0.52,469920,143039,3.2853,16,2026-07-24
28,KPITTECH.NS,KPIT Technologies Ltd.,Information Technology,583.2,5.86,9473639,2997806,3.1602,16,2026-07-24
29,PRUDENT.NS,Prudent Corporate Advisory Services Ltd.,Financial Services,2858.9,-0.44,59039,19180,3.0782,16,2026-07-24
30,INDIGO.NS,InterGlobe Aviation Ltd.,Services,4985.0,-0.77,2880647,960331,2.9996,16,2026-07-24
31,ACE.NS,Action Construction Equipment Ltd.,Capital Goods,1039.4,6.17,2105220,706808,2.9785,16,2026-07-24
32,ENDURANCE.NS,Endurance Technologies Ltd.,Automobile and Auto Components,2634.0,-3.17,369867,129189,2.863,16,2026-07-24
33,TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology,3538.0,4.44,1304441,483156,2.6998,16,2026-07-24
34,ASTRAZEN.NS,AstraZenca Pharma India Ltd.,Healthcare,8005.5,1.7,14182,5479,2.5884,16,2026-07-24
35,RTNPOWER.NS,RattanIndia Power Ltd.,Power,8.63,1.05,24257996,9476555,2.5598,16,2026-07-24
36,INFY.NS,Infosys Ltd.,Information Technology,1040.9,-0.62,29034749,11365202,2.5547,16,2026-07-24
37,TIPSMUSIC.NS,Tips Music Ltd.,Media Entertainment & Publication,699.45,3.38,3378542,1353360,2.4964,16,2026-07-24
38,UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd.,Financial Services,70.72,2.82,68512571,27500821,2.4913,16,2026-07-24
39,PIDILITIND.NS,Pidilite Industries Ltd.,Chemicals,1570.9,0.43,2199972,885793,2.4836,16,2026-07-24
40,HEG.NS,H.E.G. Ltd.,Capital Goods,643.15,3.09,7737370,3121356,2.4788,16,2026-07-24
41,SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services,1005.1,-2.02,11774911,4852641,2.4265,16,2026-07-24
42,UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,881.4,-2.51,1009359,418870,2.4097,16,2026-07-24
43,CIPLA.NS,Cipla Ltd.,Healthcare,1410.6,1.26,2917721,1268419,2.3003,16,2026-07-24
44,BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services,1012.8,-2.6,18416676,8020802,2.2961,16,2026-07-24
45,GODFRYPHLP.NS,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,2129.6,4.06,408359,180936,2.2569,16,2026-07-24
46,PTC.NS,PTC India Ltd.,Power,164.4,-2.36,1324741,597923,2.2156,16,2026-07-24
47,EPIGRAL.NS,Epigral Ltd.,Chemicals,1162.7,0.93,301616,137171,2.1988,16,2026-07-24
48,ORIENTCEM.NS,Orient Cement Ltd.,Construction Materials,133.8,-0.41,544246,247910,2.1953,16,2026-07-24
49,DEVYANI.NS,Devyani International Ltd.,Consumer Services,112.3,2.21,3026762,1474430,2.0528,16,2026-07-24
50,RRKABEL.NS,R R Kabel Ltd.,Capital Goods,2493.6,4.85,943592,478508,1.9719,16,2026-07-24
51,SRF.NS,SRF Ltd.,Chemicals,2664.7,1.6,1246148,633626,1.9667,16,2026-07-24
52,TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components,2767.0,-2.04,361426,189063,1.9117,16,2026-07-24
53,INDIASHLTR.NS,India Shelter Finance Corporation Ltd.,Financial Services,723.9,-3.03,206940,108381,1.9094,16,2026-07-24
54,ASTRAL.NS,Astral Ltd.,Capital Goods,1468.1,3.87,1157497,606638,1.9081,16,2026-07-24
55,CIEINDIA.NS,CIE Automotive India Ltd.,Automobile and Auto Components,413.75,-1.25,1114679,584948,1.9056,16,2026-07-24
56,CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods,867.7,-1.82,9683174,5090586,1.9022,16,2026-07-24
57,ROUTE.NS,Route Mobile Ltd.,Telecommunication,568.55,-5.31,4437328,2346622,1.8909,16,2026-07-24
58,HINDZINC.NS,Hindustan Zinc Ltd.,Metals & Mining,531.95,0.15,5494716,2931269,1.8745,16,2026-07-24
59,RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components,580.7,-0.57,3245251,1736500,1.8688,16,2026-07-24
60,CROMPTON.NS,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,250.15,0.28,4490688,2443037,1.8382,16,2026-07-24
61,EPL.NS,EPL Ltd.,Capital Goods,233.06,0.01,1019638,556055,1.8337,16,2026-07-24
62,MOIL.NS,MOIL Ltd.,Metals & Mining,268.85,1.26,515443,286539,1.7989,16,2026-07-24
63,SAMHI.NS,Samhi Hotels Ltd.,Consumer Services,177.66,4.59,1245760,695959,1.79,16,2026-07-24
64,IEX.NS,Indian Energy Exchange Ltd.,Financial Services,124.26,1.9,10630048,6078901,1.7487,16,2026-07-24
65,ITC.NS,ITC Ltd.,Fast Moving Consumer Goods,283.45,0.76,24953605,14297664,1.7453,16,2026-07-24
66,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,1395.1,1.1,5246942,3021270,1.7367,16,2026-07-24
67,BIRLACORPN.NS,Birla Corporation Ltd.,Construction Materials,956.6,-0.51,199135,115608,1.7225,16,2026-07-24
68,SWIGGY.NS,Swiggy Ltd.,Consumer Services,251.42,-3.87,34375508,20291071,1.6941,16,2026-07-24
69,BANCOINDIA.NS,Banco Products (India) Ltd.,Automobile and Auto Components,608.45,0.07,241362,142905,1.689,16,2026-07-24
70,NSLNISP.NS,NMDC Steel Ltd.,Metals & Mining,41.41,-0.58,4397952,2624458,1.6758,16,2026-07-24
71,EXIDEIND.NS,Exide Industries Ltd.,Automobile and Auto Components,443.0,0.74,7333510,4420605,1.6589,16,2026-07-24
72,MFSL.NS,Max Financial Services Ltd.,Financial Services,1515.5,0.77,1113092,673370,1.653,16,2026-07-24
73,KIMS.NS,Krishna Institute of Medical Sciences Ltd.,Healthcare,797.85,2.09,792395,479464,1.6527,16,2026-07-24
74,ASTERDM.NS,Aster DM Healthcare Ltd.,Healthcare,785.65,0.17,731330,445193,1.6427,16,2026-07-24
75,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,2320.6,-1.91,319804,195268,1.6378,16,2026-07-24
76,FINPIPE.NS,Finolex Industries Ltd.,Capital Goods,163.67,2.34,746041,460236,1.621,16,2026-07-24
77,STLTECH.NS,Sterlite Technologies Ltd.,Telecommunication,564.15,2.79,3719608,2308902,1.611,16,2026-07-24
78,NTPCGREEN.NS,NTPC Green Energy Ltd.,Power,96.32,-0.93,16097228,9997595,1.6101,16,2026-07-24
79,DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare,1151.7,-1.25,4750105,2997696,1.5846,16,2026-07-24
80,ASKAUTOLTD.NS,ASK Automotive Ltd.,Automobile and Auto Components,509.3,1.26,512521,330199,1.5522,16,2026-07-24
81,LAURUSLABS.NS,Laurus Labs Ltd.,Healthcare,1601.2,2.1,2647132,1710197,1.5479,16,2026-07-24
82,OSWALPUMPS.NS,Oswal Pumps Ltd.,Capital Goods,359.15,5.99,1144501,740587,1.5454,16,2026-07-24
83,DIACABS.NS,Diamond Power Infrastructure Ltd.,Capital Goods,295.15,7.75,15493639,10048989,1.5418,16,2026-07-24
84,KANSAINER.NS,Kansai Nerolac Paints Ltd.,Consumer Durables,193.19,-0.53,250870,162861,1.5404,16,2026-07-24
85,PATELENG.NS,Patel Engineering Ltd.,Construction,28.02,-0.11,6872650,4494126,1.5293,16,2026-07-24
86,CANBK.NS,Canara Bank,Financial Services,125.65,0.34,36707413,24041254,1.5269,16,2026-07-24
87,NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods,1443.5,-0.3,3041453,1997260,1.5228,16,2026-07-24
88,VARROC.NS,Varroc Engineering Ltd.,Automobile and Auto Components,642.75,0.31,197767,132592,1.4915,16,2026-07-24
89,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1724.4,0.41,1912110,1286337,1.4865,16,2026-07-24
90,RELIGARE.NS,Religare Enterprises Ltd.,Financial Services,258.05,1.98,1033642,699917,1.4768,16,2026-07-24
91,TI.NS,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,441.8,0.88,422260,286185,1.4755,16,2026-07-24
92,ABDL.NS,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,620.75,3.02,917727,622145,1.4751,16,2026-07-24
93,VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables,290.8,-1.22,251850,171350,1.4698,16,2026-07-24
94,ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd.,Financial Services,1017.0,3.14,546473,373532,1.463,16,2026-07-24
95,TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,39.38,-0.05,3129493,2144597,1.4592,16,2026-07-24
