Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,ROUTE.NS,Route Mobile Ltd.,Telecommunication,600.45,5.89,29573082,393944,75.0693,16,2026-07-23
2,NTPCGREEN.NS,NTPC Green Energy Ltd.,Power,97.22,6.48,107575436,3016806,35.6587,16,2026-07-23
3,CIEINDIA.NS,CIE Automotive India Ltd.,Automobile and Auto Components,419.0,-11.32,6346922,180561,35.1511,16,2026-07-23
4,TANLA.NS,Tanla Platforms Ltd.,Information Technology,618.5,10.13,26962671,772979,34.8815,16,2026-07-23
5,MAHLIFE.NS,Mahindra Lifespace Developers Ltd.,Realty,377.5,0.91,3911300,223208,17.5231,16,2026-07-23
6,TIPSMUSIC.NS,Tips Music Ltd.,Media Entertainment & Publication,676.6,8.63,10070987,718728,14.0122,16,2026-07-23
7,SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components,946.45,-0.61,1004583,71877,13.9764,16,2026-07-23
8,OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology,10843.0,-0.07,3404228,289029,11.7782,16,2026-07-23
9,PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication,1007.4,1.49,2013393,183423,10.9768,16,2026-07-23
10,SUNTECK.NS,Sunteck Realty Ltd.,Realty,302.6,4.09,3923394,399617,9.8179,16,2026-07-23
11,HEG.NS,H.E.G. Ltd.,Capital Goods,623.85,4.17,18800599,1958852,9.5978,16,2026-07-23
12,UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd.,Financial Services,68.78,5.73,150082921,18937768,7.9251,16,2026-07-23
13,GRAPHITE.NS,Graphite India Ltd.,Capital Goods,657.9,4.5,6399205,927959,6.896,16,2026-07-23
14,JKPAPER.NS,JK Paper Ltd.,Forest Materials,391.55,0.58,5216553,787863,6.6211,16,2026-07-23
15,MEDANTA.NS,Global Health Ltd.,Healthcare,1378.2,1.83,816989,140374,5.8201,16,2026-07-23
16,JAIBALAJI.NS,Jai Balaji Industries Ltd.,Metals & Mining,60.1,-2.2,1415533,243619,5.8104,16,2026-07-23
17,WAAREERTL.NS,Waaree Renewable Technologies Ltd.,Capital Goods,943.4,-7.44,961941,186561,5.1562,16,2026-07-23
18,SRF.NS,SRF Ltd.,Chemicals,2622.7,-8.53,2406602,510721,4.7122,16,2026-07-23
19,WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables,770.75,1.76,1087035,245540,4.4271,16,2026-07-23
20,CHENNPETRO.NS,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,1269.6,-2.92,7076683,1678961,4.2149,16,2026-07-23
21,WESTLIFE.NS,Westlife Foodworld Ltd.,Consumer Services,477.8,-4.57,824277,197145,4.1811,16,2026-07-23
22,CIPLA.NS,Cipla Ltd.,Healthcare,1393.0,-1.56,4248355,1033951,4.1089,16,2026-07-23
23,MEDPLUS.NS,Medplus Health Services Ltd.,Consumer Services,715.2,3.36,982245,243839,4.0283,16,2026-07-23
24,VMM.NS,Vishal Mega Mart Ltd.,Consumer Services,109.87,-1.92,33460722,9181644,3.6443,16,2026-07-23
25,GALLANTT.NS,Gallantt Ispat Ltd.,Capital Goods,537.75,-4.37,435400,126386,3.445,16,2026-07-23
26,NAM-INDIA.NS,Nippon Life India Asset Management Ltd.,Financial Services,1105.8,-3.67,2447814,730414,3.3513,16,2026-07-23
27,LXCHEM.NS,Laxmi Organic Industries Ltd.,Chemicals,182.98,4.85,5177316,1608719,3.2183,16,2026-07-23
28,CASTROLIND.NS,Castrol India Ltd.,Oil Gas & Consumable Fuels,185.29,-0.26,3118288,972086,3.2078,16,2026-07-23
29,NHPC.NS,NHPC Ltd.,Power,80.25,-0.04,41931769,14055500,2.9833,16,2026-07-23
30,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,1379.9,-6.28,7892945,2653597,2.9744,16,2026-07-23
31,PTCIL.NS,PTC Industries Ltd.,Capital Goods,17836.0,0.33,36262,12303,2.9474,16,2026-07-23
32,IIFL.NS,IIFL Finance Ltd.,Financial Services,568.75,-0.28,5905688,2072578,2.8494,16,2026-07-23
33,INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services,1005.5,-5.97,7504552,2711534,2.7676,16,2026-07-23
