Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,NIACL.NS,The New India Assurance Company Ltd.,Financial Services,178.67,7.98,86098004,850473,101.2354,16,2026-06-18
2,BATAINDIA.NS,Bata India Ltd.,Consumer Durables,789.9,16.42,12204834,137690,88.6399,16,2026-06-18
3,BOSCH-HCIL.NS,Bosch Home Comfort India Ltd.,Consumer Durables,1407.0,10.0,831561,15680,53.0332,16,2026-06-18
4,WELSPUNLIV.NS,Welspun Living Ltd.,Textiles,163.0,11.15,26609654,1551957,17.1459,16,2026-06-18
5,STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,565.65,5.99,7102514,509966,13.9274,16,2026-06-18
6,KPRMILL.NS,K.P.R. Mill Ltd.,Textiles,1186.4,13.72,5589132,430232,12.991,16,2026-06-18
7,SHAILY.NS,Shaily Engineering Plastics Ltd.,Capital Goods,2731.8,-5.25,3313044,291897,11.35,16,2026-06-18
8,CAMPUS.NS,Campus Activewear Ltd.,Consumer Durables,240.5,3.57,2378444,252087,9.435,16,2026-06-18
9,CARBORUNIV.NS,Carborundum Universal Ltd.,Capital Goods,1192.2,5.48,2071000,238531,8.6823,16,2026-06-18
10,CDSL.NS,Central Depository Services (India) Ltd.,Financial Services,1350.4,4.61,9897619,1320377,7.4961,16,2026-06-18
11,SANOFICONR.NS,Sanofi Consumer Healthcare India Ltd.,Healthcare,4948.6,4.11,77487,10617,7.2984,16,2026-06-18
12,ICIL.NS,Indo Count Industries Ltd.,Textiles,405.85,18.63,6661277,935887,7.1176,16,2026-06-18
13,REDINGTON.NS,Redington Ltd.,Services,271.95,9.25,41964427,6248649,6.7158,16,2026-06-18
14,NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,87.09,2.82,8128867,1353491,6.0059,16,2026-06-18
15,GOKEX.NS,Gokaldas Exports Ltd.,Textiles,784.1,7.43,3559470,593792,5.9945,16,2026-06-18
16,RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods,3690.0,3.3,1199421,216429,5.5419,16,2026-06-18
17,NYKAA.NS,FSN E-Commerce Ventures Ltd.,Consumer Services,298.1,6.1,36121467,6538077,5.5248,16,2026-06-18
18,FLUOROCHEM.NS,Gujarat Fluorochemicals Ltd.,Chemicals,3837.5,4.4,382614,73718,5.1902,16,2026-06-18
19,UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,958.0,2.12,304887,58922,5.1744,16,2026-06-18
20,BIRLACORPN.NS,Birla Corporation Ltd.,Construction Materials,1049.7,6.58,246913,47746,5.1714,16,2026-06-18
21,IMAGICAA.NS,Imagicaaworld Entertainment Ltd.,Consumer Services,45.92,5.54,2305681,462702,4.9831,16,2026-06-18
22,KNRCON.NS,KNR Constructions Ltd.,Construction,139.13,5.69,7091196,1450094,4.8902,16,2026-06-18
23,DEVYANI.NS,Devyani International Ltd.,Consumer Services,115.28,1.77,13585254,2977702,4.5623,16,2026-06-18
24,RBA.NS,Restaurant Brands Asia Ltd.,Consumer Services,69.69,0.94,9698794,2286731,4.2413,16,2026-06-18
25,GODREJIND.NS,Godrej Industries Ltd.,Diversified,1111.2,5.61,510537,122992,4.151,16,2026-06-18
26,BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,1437.8,-1.7,347212,86688,4.0053,16,2026-06-18
27,VINATIORGA.NS,Vinati Organics Ltd.,Chemicals,1308.3,-1.68,297571,74575,3.9902,16,2026-06-18
28,UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods,1350.3,3.23,2744267,692063,3.9653,16,2026-06-18
29,TRIDENT.NS,Trident Ltd.,Textiles,25.97,4.17,18978558,4932399,3.8477,16,2026-06-18
30,VTL.NS,Vardhman Textiles Ltd.,Textiles,661.4,5.63,1413571,373074,3.789,16,2026-06-18
31,ENGINERSIN.NS,Engineers India Ltd.,Construction,253.15,4.1,10765408,2845508,3.7833,16,2026-06-18
32,WELENT.NS,Welspun Enterprises Ltd.,Construction,570.35,3.76,965718,257719,3.7472,16,2026-06-18
33,TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,694.15,2.74,1197911,323123,3.7073,16,2026-06-18
34,LLOYDSENT.NS,Lloyds Enterprises Ltd.,Metals & Mining,76.88,1.68,12510075,3507638,3.5665,16,2026-06-18
35,HIKAL.NS,Hikal Ltd.,Healthcare,198.6,4.55,871655,246435,3.5371,16,2026-06-18
36,FIVESTAR.NS,Five-Star Business Finance Ltd.,Financial Services,518.85,6.86,6459556,1829847,3.5301,16,2026-06-18
37,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,15581.0,3.1,44780,12883,3.4759,16,2026-06-18
38,LICI.NS,Life Insurance Corporation of India,Financial Services,430.0,2.83,10970005,3191698,3.437,16,2026-06-18
39,INDIAMART.NS,Indiamart Intermesh Ltd.,Consumer Services,2137.7,2.28,240170,71426,3.3625,16,2026-06-18
40,CCAVENUE.NS,AvenuesAI Ltd.,Financial Services,15.01,5.11,33529885,10211539,3.2835,16,2026-06-18
41,OLECTRA.NS,Olectra Greentech Ltd.,Automobile and Auto Components,1446.6,6.77,3589533,1106807,3.2431,16,2026-06-18
42,TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods,932.6,1.33,3359262,1038165,3.2358,16,2026-06-18
43,PARAS.NS,Paras Defence and Space Technologies Ltd.,Capital Goods,1310.3,1.92,17289716,5406179,3.1981,16,2026-06-18
44,SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods,975.1,2.05,1729469,568073,3.0444,16,2026-06-18
45,TEAMLEASE.NS,Teamlease Services Ltd.,Services,1456.4,1.62,58093,19461,2.9851,16,2026-06-18
46,ASTRAMICRO.NS,Astra Microwave Products Ltd.,Capital Goods,1670.0,6.07,3306868,1121551,2.9485,16,2026-06-18
47,SWANCORP.NS,Swan Corp Ltd.,Chemicals,318.95,0.92,1940645,662509,2.9292,16,2026-06-18
48,GICRE.NS,General Insurance Corporation of India,Financial Services,357.1,1.05,5302825,1840236,2.8816,16,2026-06-18
49,JSWINFRA.NS,JSW Infrastructure Ltd.,Services,307.95,3.2,7196092,2542237,2.8306,16,2026-06-18
50,SUDARSCHEM.NS,Sudarshan Chemical Industries Ltd.,Chemicals,906.45,0.88,396986,148548,2.6724,16,2026-06-18
51,LLOYDSENGG.NS,Lloyds Engineering Works Ltd.,Capital Goods,84.76,-3.34,63417788,23895860,2.6539,16,2026-06-18
