Rank,Symbol,Company Name,Sector,Close,Pct Change,Today Volume,15D Avg Volume,Volume Ratio,Days of Data,Date
1,ZYDUSWELL.NS,Zydus Wellness Ltd.,Fast Moving Consumer Goods,569.45,9.91,15731190,465472,33.7962,16,2026-06-29
2,MAHSEAMLES.NS,Maharashtra Seamless Ltd.,Capital Goods,619.4,-1.43,1644903,112179,14.6632,16,2026-06-29
3,ASAHIINDIA.NS,Asahi India Glass Ltd.,Automobile and Auto Components,838.8,-6.69,1015486,75542,13.4427,16,2026-06-29
4,HEXT.NS,Hexaware Technologies Ltd.,Information Technology,519.4,4.96,7897447,602097,13.1166,16,2026-06-29
5,TSFINV.NS,TSF Investments Ltd.,Financial Services,443.95,11.9,1866672,156118,11.9568,16,2026-06-29
6,PERSISTENT.NS,Persistent Systems Ltd.,Information Technology,4298.5,-11.22,6168411,535921,11.5099,16,2026-06-29
7,ASTRAZEN.NS,AstraZenca Pharma India Ltd.,Healthcare,8058.0,-3.97,51824,4888,10.6023,16,2026-06-29
8,MFSL.NS,Max Financial Services Ltd.,Financial Services,1601.5,-0.61,4723747,547156,8.6333,16,2026-06-29
9,LINDEINDIA.NS,Linde India Ltd.,Chemicals,7297.0,3.92,196350,22805,8.61,16,2026-06-29
10,ADVENZYMES.NS,Advanced Enzyme Tech Ltd.,Healthcare,321.1,-7.82,1227278,146170,8.3962,16,2026-06-29
11,ASTRAL.NS,Astral Ltd.,Capital Goods,1368.0,-8.0,3768621,455725,8.2695,16,2026-06-29
12,UPL.NS,UPL Ltd.,Chemicals,568.4,-3.74,13422567,1700547,7.8931,16,2026-06-29
13,AJANTPHARM.NS,Ajanta Pharmaceuticals Ltd.,Healthcare,3384.2,6.41,921964,121296,7.6009,16,2026-06-29
14,DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare,1375.7,1.87,8857019,1353856,6.5421,16,2026-06-29
15,LAURUSLABS.NS,Laurus Labs Ltd.,Healthcare,1500.3,3.47,12310360,1894891,6.4966,16,2026-06-29
16,HEROMOTOCO.NS,Hero MotoCorp Ltd.,Automobile and Auto Components,4813.6,-1.69,3354899,520630,6.4439,16,2026-06-29
17,BHARATFORG.NS,Bharat Forge Ltd.,Automobile and Auto Components,2170.9,1.19,7497172,1171308,6.4007,16,2026-06-29
18,KEI.NS,KEI Industries Ltd.,Capital Goods,5452.0,3.49,1620314,275983,5.8711,16,2026-06-29
19,AUBANK.NS,AU Small Finance Bank Ltd.,Financial Services,1030.45,-0.33,10212085,1834180,5.5677,16,2026-06-29
20,UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,926.9,-1.2,580649,107231,5.4149,16,2026-06-29
21,LTF.NS,L&T Finance Ltd.,Financial Services,299.05,0.02,27060004,5137140,5.2675,16,2026-06-29
22,MUTHOOTFIN.NS,Muthoot Finance Ltd.,Financial Services,3021.2,-0.15,4360814,829759,5.2555,16,2026-06-29
23,ACUTAAS.NS,Acutaas Chemicals Ltd.,Healthcare,3568.2,8.13,2154955,411446,5.2375,16,2026-06-29
24,METROPOLIS.NS,Metropolis Healthcare Ltd.,Healthcare,523.8,-3.6,1091828,210545,5.1857,16,2026-06-29
25,SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components,928.8,-0.02,534755,104997,5.0931,16,2026-06-29
26,FORTIS.NS,Fortis Healthcare Ltd.,Healthcare,950.4,-0.46,7666014,1540852,4.9752,16,2026-06-29
27,INDIANB.NS,Indian Bank,Financial Services,814.7,-2.15,10504607,2112621,4.9723,16,2026-06-29
28,EICHERMOT.NS,Eicher Motors Ltd.,Automobile and Auto Components,7426.0,-2.26,2326365,475263,4.8949,16,2026-06-29
29,CANFINHOME.NS,Can Fin Homes Ltd.,Financial Services,837.3,-5.52,938227,191935,4.8883,16,2026-06-29
30,THERMAX.NS,Thermax Ltd.,Capital Goods,5125.1,6.14,927405,190369,4.8716,16,2026-06-29
31,CUMMINSIND.NS,Cummins India Ltd.,Capital Goods,5541.5,-1.78,1820322,380159,4.7883,16,2026-06-29
32,TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare,4657.6,3.13,2068039,435706,4.7464,16,2026-06-29
33,ANANDRATHI.NS,Anand Rathi Wealth Ltd.,Financial Services,1988.7,2.91,2508637,531203,4.7226,16,2026-06-29
34,BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,1440.1,-2.5,933442,199609,4.6764,16,2026-06-29
35,GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,4956.5,-1.72,3829927,840842,4.5549,16,2026-06-29
36,RATNAMANI.NS,Ratnamani Metals & Tubes Ltd.,Capital Goods,2570.2,-2.91,127980,29063,4.4035,16,2026-06-29
37,BOSCHLTD.NS,Bosch Ltd.,Automobile and Auto Components,39885.0,-1.37,175135,41053,4.2661,16,2026-06-29
38,POLYCAB.NS,Polycab India Ltd.,Capital Goods,9779.0,2.6,1261415,297172,4.2447,16,2026-06-29
39,SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services,1755.4,0.6,3910729,922660,4.2385,16,2026-06-29
40,JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,2303.2,2.64,915060,222210,4.118,16,2026-06-29
41,BHEL.NS,Bharat Heavy Electricals Ltd.,Capital Goods,413.75,2.74,45281658,11000478,4.1163,16,2026-06-29
42,PAYTM.NS,One 97 Communications Ltd.,Financial Services,1133.1,0.74,7865541,1939083,4.0563,16,2026-06-29
43,3MINDIA.NS,3M India Ltd.,Diversified,32710.0,-2.01,10440,2579,4.0481,16,2026-06-29
44,WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods,2886.1,-4.1,3058058,755903,4.0456,16,2026-06-29
45,VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare,1311.3,-4.13,939005,232626,4.0365,16,2026-06-29
46,SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods,3194.0,-6.66,668947,172920,3.8685,16,2026-06-29
47,LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services,560.75,1.98,5408747,1401060,3.8605,16,2026-06-29
48,MARICO.NS,Marico Ltd.,Fast Moving Consumer Goods,839.95,1.71,7194090,1878081,3.8306,16,2026-06-29
49,SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals,419.9,-3.54,1406018,367150,3.8295,16,2026-06-29
50,TVSMOTOR.NS,TVS Motor Company Ltd.,Automobile and Auto Components,3456.8,-3.16,4095832,1077083,3.8027,16,2026-06-29
51,TRANSRAILL.NS,Transrail Lighting Ltd.,Capital Goods,518.1,1.2,1927602,507619,3.7973,16,2026-06-29
52,ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,2656.9,0.44,4752552,1252185,3.7954,16,2026-06-29
53,MOTHERSON.NS,Samvardhana Motherson International Ltd.,Automobile and Auto Components,150.56,-0.76,74539643,19874710,3.7505,16,2026-06-29
54,KEC.NS,Kec International Ltd.,Construction,515.4,-2.41,3439166,930190,3.6973,16,2026-06-29
55,CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods,956.25,1.5,12311349,3344081,3.6815,16,2026-06-29
56,NTPC.NS,NTPC Ltd.,Power,356.1,1.15,49861471,13678001,3.6454,16,2026-06-29
57,LATENTVIEW.NS,Latent View Analytics Ltd.,Information Technology,279.9,-6.04,2288624,629187,3.6374,16,2026-06-29
58,ATHERENERG.NS,Ather Energy Ltd.,Automobile and Auto Components,1083.75,8.51,11576954,3186804,3.6328,16,2026-06-29
59,WELCORP.NS,Welspun Corp Ltd.,Capital Goods,1510.8,3.83,2158219,599244,3.6016,16,2026-06-29
60,ABB.NS,ABB India Ltd.,Capital Goods,7128.0,1.93,914600,258894,3.5327,16,2026-06-29
61,M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services,315.4,-4.0,12250610,3490539,3.5097,16,2026-06-29
62,SOLARINDS.NS,Solar Industries India Ltd.,Chemicals,17798.0,2.12,430864,123329,3.4936,16,2026-06-29
63,ABDL.NS,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,659.5,5.98,1515514,438645,3.455,16,2026-06-29
64,JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials,5319.5,-4.62,292678,85295,3.4314,16,2026-06-29
65,PFIZER.NS,Pfizer Ltd.,Healthcare,4404.9,-1.25,118817,35784,3.3204,16,2026-06-29
66,HOMEFIRST.NS,Home First Finance Company India Ltd.,Financial Services,1167.9,-2.0,749849,226293,3.3136,16,2026-06-29
67,TIMKEN.NS,Timken India Ltd.,Capital Goods,3490.9,-4.46,270283,81869,3.3014,16,2026-06-29
68,NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,1902.9,-2.75,921895,280303,3.2889,16,2026-06-29
69,SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services,601.9,-3.67,3441148,1050919,3.2744,16,2026-06-29
70,AUROPHARMA.NS,Aurobindo Pharma Ltd.,Healthcare,1547.5,-0.5,4635231,1419758,3.2648,16,2026-06-29
