Symbol,Company Name,Sector
RATEGAIN.NS,RateGain Travel Technologies Ltd,Technology
RATNAMANI.NS,Ratnamani Metals and Tubes Ltd,Metals
RTNINDIA.NS,RTNINDIA,Other
RTNPOWER.NS,RTNPOWER,Other
RAYMONDLSL.NS,Raymond Lifestyle Ltd,Textiles
REDINGTON.NS,REDINGTON,Other
REFEX.NS,REFEX,Other
RELAXO.NS,Relaxo Footwears Ltd,Retail
RELIANCE.NS,Reliance Industries Ltd,Energy
RELINFRA.NS,RELINFRA,Other
RPOWER.NS,RPOWER,Other
RELIGARE.NS,RELIGARE,Other
RBA.NS,RBA,Other
ROUTE.NS,Route Mobile Ltd,Technology
SBFC.NS,SBFC,Other
SBICARD.NS,SBI Cards and Payment Services Ltd,Finance
SBILIFE.NS,SBI Life Insurance Company Ltd,Insurance
SJVN.NS,SJVN Ltd,Energy
SKYGOLD.NS,SKYGOLD,Other
SRF.NS,SRF Ltd,Chemicals
SAFARI.NS,SAFARI,Other
SAGILITY.NS,Sagility India Ltd,Healthcare
SAILIFE.NS,SAILIFE,Other
SAMHI.NS,SAMHI,Other
SAMMAANCAP.NS,SAMMAANCAP,Other
MOTHERSON.NS,Samvardhana Motherson International Ltd,Auto Ancillary
SANDUMA.NS,SANDUMA,Other
SANOFICONR.NS,SANOFICONR,Other
SANOFI.NS,SANOFI,Other
SANSERA.NS,SANSERA,Other
SAPPHIRE.NS,SAPPHIRE,Other
SARDAEN.NS,SARDAEN,Other
SAREGAMA.NS,Saregama India Ltd,Media
SCHAEFFLER.NS,SCHAEFFLER,Other
SCHNEIDER.NS,SCHNEIDER,Other
SENCO.NS,SENCO,Other
SHAILY.NS,Shaily Engineering Plastics Ltd,Plastics
SHAKTIPUMP.NS,SHAKTIPUMP,Other
SHARDACROP.NS,SHARDACROP,Other
SHARDAMOTR.NS,SHARDAMOTR,Other
SHAREINDIA.NS,SHAREINDIA,Other
SFL.NS,SFL,Other
SHILPAMED.NS,SHILPAMED,Other
SCI.NS,SCI,Other
SHREECEM.NS,Shree Cement Ltd,Cement
RENUKA.NS,RENUKA,Other
SHRIRAMFIN.NS,Shriram Finance Ltd,Finance
SHRIPISTON.NS,Shriram Pistons and Rings Ltd,Auto Ancillary
SHYAMMETL.NS,SHYAMMETL,Other
ENRIN.NS,ENRIN,Other
SIEMENS.NS,Siemens Ltd,Capital Goods
SIGNATURE.NS,Signature Global India Ltd,Real Estate
SKIPPER.NS,SKIPPER,Other
SOBHA.NS,Sobha Ltd,Real Estate
SOLARINDS.NS,SOLARINDS,Other
SONACOMS.NS,SONACOMS,Other
SONATSOFTW.NS,SONATSOFTW,Other
SOUTHBANK.NS,South Indian Bank Ltd,Banking
STARCEMENT.NS,STARCEMENT,Other
STARHEALTH.NS,STARHEALTH,Other
SBIN.NS,State Bank of India,Banking
SAIL.NS,Steel Authority of India Ltd,Metals
SWSOLAR.NS,SWSOLAR,Other
STLTECH.NS,Sterlite Technologies Ltd,Telecom
STAR.NS,STAR,Other
STYRENIX.NS,STYRENIX,Other
SUBROS.NS,SUBROS,Other
SUDARSCHEM.NS,SUDARSCHEM,Other
SUMICHEM.NS,Sumitomo Chemical India Ltd,Agriculture
SPARC.NS,SPARC,Other
SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd,Pharma
SUNTV.NS,Sun TV Network Ltd,Media
SUNDARMFIN.NS,Sundaram Finance Ltd,Finance
SUNDRMFAST.NS,Sundram Fasteners Ltd,Auto Ancillary
SUNFLAG.NS,SUNFLAG,Other
SUNTECK.NS,Sunteck Realty Ltd,Real Estate
SUPREMEIND.NS,SUPREMEIND,Other
SUPRIYA.NS,SUPRIYA,Other
SURYAROSNI.NS,SURYAROSNI,Other
SUZLON.NS,Suzlon Energy Ltd,Energy
SWANCORP.NS,SWANCORP,Other
SWIGGY.NS,Bundl Technologies Ltd,Technology
SYMPHONY.NS,SYMPHONY,Other
SYNGENE.NS,Syngene International Ltd,Pharma
SYRMA.NS,SYRMA,Other
TARC.NS,TARC,Other
TBOTEK.NS,TBOTEK,Other
TDPOWERSYS.NS,TDPOWERSYS,Other
TSFINV.NS,TSFINV,Other
TVSMOTOR.NS,TVS Motor Company Ltd,Automobile
TVSSCS.NS,TVSSCS,Other
TANLA.NS,Tanla Platforms Ltd,Technology
TATACHEM.NS,Tata Chemicals Ltd,Chemicals
TATACOMM.NS,Tata Communications Ltd,Telecom
TCS.NS,Tata Consultancy Services Ltd,Technology
TATACONSUM.NS,Tata Consumer Products Ltd,FMCG
TATAELXSI.NS,Tata Elxsi Ltd,Technology
TATAINVEST.NS,TATAINVEST,Other
TMPV.NS,TMPV,Other
TATAPOWER.NS,Tata Power Company Ltd,Energy
TATASTEEL.NS,Tata Steel Ltd,Metals
TATATECH.NS,TATATECH,Other
TTML.NS,Tata Teleservices Maharashtra Ltd,Telecom
TEAMLEASE.NS,TeamLease Services Ltd,Capital Goods
TECHM.NS,Tech Mahindra Ltd,Technology
TECHNOE.NS,TECHNOE,Other
TEGA.NS,Tega Industries Ltd,Capital Goods
TEJASNET.NS,TEJASNET,Other
TEXRAIL.NS,TEXRAIL,Other
THANGAMAYL.NS,THANGAMAYL,Other
ANUP.NS,ANUP,Other
NIACL.NS,NIACL,Other
RAMCOCEM.NS,The Ramco Cements Ltd,Cement
THERMAX.NS,Thermax Ltd,Capital Goods
THOMASCOOK.NS,Thomas Cook India Ltd,Hospitality
THYROCARE.NS,Thyrocare Technologies Ltd,Healthcare
TI.NS,TI,Other
TIMETECHNO.NS,TIMETECHNO,Other
TIMKEN.NS,TIMKEN,Other
TIPSMUSIC.NS,TIPSMUSIC,Other
TITAGARH.NS,TITAGARH,Other
TITAN.NS,TITAN,Other
TORNTPHARM.NS,Torrent Pharmaceuticals Ltd,Pharma
TORNTPOWER.NS,Torrent Power Ltd,Energy
TARIL.NS,TARIL,Other
TRANSRAILL.NS,TRANSRAILL,Other
TRENT.NS,Trent Ltd,Retail
TRIDENT.NS,TRIDENT,Other
TRIVENI.NS,TRIVENI,Other
TRITURBINE.NS,TRITURBINE,Other
TIINDIA.NS,TIINDIA,Other
UCOBANK.NS,UCO Bank,Banking
UNOMINDA.NS,UNOMINDA,Other
UPL.NS,UPL Ltd,Agriculture
UTIAMC.NS,UTIAMC,Other
UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd,Banking
ULTRACEMCO.NS,UltraTech Cement Ltd,Cement
UNIMECH.NS,UNIMECH,Other
UNIONBANK.NS,Union Bank of India,Banking
UBL.NS,United Breweries Ltd,FMCG
UNITDSPR.NS,UNITDSPR,Other
USHAMART.NS,USHAMART,Other
VGUARD.NS,VGUARD,Other
VMART.NS,V-Mart Retail Ltd,Retail
VIPIND.NS,VIPIND,Other
V2RETAIL.NS,V2RETAIL,Other
VSTIND.NS,VSTIND,Other
WABAG.NS,WABAG,Other
VAIBHAVGBL.NS,VAIBHAVGBL,Other
DBREALTY.NS,DBREALTY,Other
VTL.NS,VTL,Other
VARROC.NS,VARROC,Other
VBL.NS,Varun Beverages Ltd,FMCG
MANYAVAR.NS,MANYAVAR,Other
VEDL.NS,Vedanta Ltd,Metals
VENTIVE.NS,VENTIVE,Other
VESUVIUS.NS,VESUVIUS,Other
VIJAYA.NS,VIJAYA,Other
VINATIORGA.NS,VINATIORGA,Other
VMM.NS,VMM,Other
VIYASH.NS,VIYASH,Other
IDEA.NS,IDEA,Other
VOLTAMP.NS,VOLTAMP,Other
VOLTAS.NS,Voltas Ltd,Capital Goods
WAAREEENER.NS,WAAREEENER,Other
WAAREERTL.NS,WAAREERTL,Other
WEBELSOLAR.NS,Webel Solar Ltd,Energy
WELCORP.NS,Welspun Corp Ltd,Metals
WELENT.NS,WELENT,Other
WELSPUNLIV.NS,Welspun Living Ltd,Textiles
WESTLIFE.NS,WESTLIFE,Other
WHIRLPOOL.NS,Whirlpool of India Ltd,Capital Goods
WIPRO.NS,Wipro Ltd,Technology
WOCKPHARMA.NS,WOCKPHARMA,Other
YATHARTH.NS,YATHARTH,Other
YESBANK.NS,YESBANK,Other
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India,Auto Ancillary
ZAGGLE.NS,ZAGGLE,Other
ZEEL.NS,Zee Entertainment Enterprises Ltd,Media
ZENTEC.NS,ZENTEC,Other
ZENSARTECH.NS,ZENSARTECH,Other
ZYDUSLIFE.NS,ZYDUSLIFE,Other
ZYDUSWELL.NS,Zydus Wellness Ltd,FMCG
ECLERX.NS,eClerx Services Ltd,Technology
EMUDHRA.NS,eMudhra Ltd,Technology
